"Indexes of labour productivity and related measures, by business sector industry, seasonally adjusted c"
"Frequency: Quarterly"
"Table: 36-10-0207-01 (formerly CANSIM 383-0012)"
"Release date: 2025-09-03"
"Geography: Canada"
""
""

"Labour productivity measures and related variables","Real gross domestic product (GDP) 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North American Industry Classification System (NAICS) 2","Q1 1990","Q2 1990","Q3 1990","Q4 1990","Q1 1991","Q2 1991","Q3 1991","Q4 1991","Q1 1992","Q2 1992","Q3 1992","Q4 1992","Q1 1993","Q2 1993","Q3 1993","Q4 1993","Q1 1994","Q2 1994","Q3 1994","Q4 1994","Q1 1995","Q2 1995","Q3 1995","Q4 1995","Q1 1996","Q2 1996","Q3 1996","Q4 1996","Q1 1997","Q2 1997","Q3 1997","Q4 1997","Q1 1998","Q2 1998","Q3 1998","Q4 1998","Q1 1999","Q2 1999","Q3 1999","Q4 1999","Q1 2000","Q2 2000","Q3 2000","Q4 2000","Q1 2001","Q2 2001","Q3 2001","Q4 2001","Q1 2002","Q2 2002","Q3 2002","Q4 2002","Q1 2003","Q2 2003","Q3 2003","Q4 2003","Q1 2004","Q2 2004","Q3 2004","Q4 2004","Q1 2005","Q2 2005","Q3 2005","Q4 2005","Q1 2006","Q2 2006","Q3 2006","Q4 2006","Q1 2007","Q2 2007","Q3 2007","Q4 2007","Q1 2008","Q2 2008","Q3 2008","Q4 2008","Q1 2009","Q2 2009","Q3 2009","Q4 2009","Q1 2010","Q2 2010","Q3 2010","Q4 2010","Q1 2011","Q2 2011","Q3 2011","Q4 2011","Q1 2012","Q2 2012","Q3 2012","Q4 2012","Q1 2013","Q2 2013","Q3 2013","Q4 2013","Q1 2014","Q2 2014","Q3 2014","Q4 2014","Q1 2015","Q2 2015","Q3 2015","Q4 2015","Q1 2016","Q2 2016","Q3 2016","Q4 2016","Q1 2017","Q2 2017","Q3 2017","Q4 2017","Q1 2018","Q2 2018","Q3 2018","Q4 2018","Q1 2019","Q2 2019","Q3 2019","Q4 2019","Q1 2020","Q2 2020","Q3 2020","Q4 2020","Q1 2021","Q2 2021","Q3 2021","Q4 2021","Q1 2022","Q2 2022","Q3 2022","Q4 2022","Q1 2023","Q2 2023","Q3 2023","Q4 2023","Q1 2024","Q2 2024","Q3 2024","Q4 2024","Q1 2025","Q2 2025"
"Retail trade  [44-45]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","48.353","49.048","49.951","51.756","52.156","53.769","53.801","54.009","55.406","55.149","55.727","56.512","57.781","58.300","59.979","60.160","61.075","62.213","62.245","64.912","66.454","66.562","66.836","67.934","68.119","68.877","69.982","69.847","70.913","71.271","72.102","72.708","73.769","74.032","74.356","75.644","77.904","79.106","79.881","80.211","80.761","82.513","83.134","84.559","85.844","86.029","86.125","83.769","82.945","82.995","83.528","83.320","85.667","84.869","85.649","86.220","85.802","86.307","86.200","87.157","86.525","86.284","86.603","87.332","89.326","91.021","92.369","93.322","93.974","93.535","94.243","93.983","92.845","93.138","94.370","94.936","96.922","96.799","97.398","98.502","100.353","100.288","99.039","100.319","100.839","102.128","103.480","104.279","104.316","104.723","105.139","104.959","100.207","91.490","106.380","108.626","109.031","105.734","108.999","109.496","109.712","110.419","110.150","109.174","111.026","111.668","111.085","112.412","111.860","112.095","113.991","115.451","116.081","116.988"
"Transportation and warehousing  [48-49]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","58.421","59.667","60.550","59.903","60.941","60.565","60.088","62.573","62.224","63.411","64.176","65.346","65.955","66.682","67.923","69.029","70.425","70.205","69.811","68.670","68.944","69.768","69.912","70.055","70.903","70.398","70.958","72.265","72.552","73.727","73.990","74.431","75.374","75.948","77.226","77.962","78.472","78.638","78.385","78.601","78.559","79.329","79.790","79.301","78.576","78.942","79.162","78.270","75.608","74.999","75.543","76.513","77.888","78.424","79.061","79.309","81.666","80.549","82.221","82.474","82.634","83.008","83.192","82.587","83.206","83.968","83.650","86.607","87.630","89.750","90.288","90.585","90.674","91.339","92.764","93.251","93.490","92.882","94.671","95.741","97.739","100.097","100.615","101.548","102.568","101.438","101.966","101.911","102.366","104.183","106.516","108.316","101.811","65.954","74.697","79.715","80.019","80.561","87.226","95.527","93.542","101.140","102.291","102.684","105.057","106.853","107.667","108.895","109.921","110.652","110.674","111.229","111.091","111.457"
"Information and cultural industries  [51]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","44.830","46.304","47.319","47.717","48.792","49.493","51.597","53.793","55.853","57.289","58.790","60.204","62.735","64.649","65.692","66.115","66.052","66.520","67.405","69.143","70.518","71.317","72.479","73.565","72.924","72.317","72.672","73.455","75.583","77.544","78.857","79.599","79.839","80.529","81.520","82.283","83.589","84.148","84.975","84.837","84.417","84.689","84.886","85.269","85.377","85.285","85.752","85.085","85.189","84.242","83.778","84.418","85.364","85.659","86.501","87.462","87.316","87.278","87.182","87.326","87.861","88.130","88.787","87.866","87.385","87.506","87.908","88.743","89.410","90.075","91.215","91.906","91.673","92.219","93.112","94.122","94.982","95.689","97.212","97.865","99.125","100.093","100.208","100.573","102.680","103.876","105.157","106.465","108.619","110.821","112.348","114.690","111.934","105.606","110.939","113.374","114.730","115.716","119.439","121.429","122.099","122.177","123.675","123.331","124.573","125.260","123.079","123.253","124.397","124.315","124.051","123.642","124.240","124.695"
"Finance and insurance, and holding companies 6","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","51.418","51.940","53.085","54.151","54.494","54.658","55.277","55.642","55.147","56.108","56.606","57.564","59.538","59.399","59.530","59.298","61.203","61.046","61.258","62.980","63.296","63.261","64.418","64.622","63.446","64.297","65.225","65.999","67.268","68.099","68.024","68.806","68.695","69.488","70.485","72.267","75.028","76.240","76.536","75.771","80.588","79.126","79.061","78.702","78.904","78.977","78.786","79.152","78.374","78.259","77.947","78.221","77.998","78.919","79.912","81.231","81.872","81.818","82.494","81.974","82.520","83.018","84.086","84.095","85.024","87.083","87.517","87.730","87.065","87.191","88.673","90.711","92.396","92.322","93.429","92.877","93.576","93.387","95.177","95.546","97.148","101.033","100.833","100.985","101.004","99.849","100.320","101.544","101.165","101.738","102.508","103.580","102.570","103.006","105.118","107.245","109.113","110.117","113.569","115.249","115.309","113.919","112.796","112.410","113.531","113.705","113.386","114.061","115.070","116.018","117.907","118.298","118.862","119.874"
"Real estate and rental and leasing  [53] 7","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","56.527","55.655","55.750","55.999","56.260","56.595","57.646","58.513","59.915","61.318","62.043","62.858","63.729","64.404","65.454","66.176","66.931","68.287","69.232","71.047","72.517","71.717","71.591","72.385","72.501","72.398","73.633","73.809","74.223","74.562","74.982","75.932","76.696","77.973","78.852","79.056","79.467","78.423","78.770","79.977","81.454","82.403","82.865","83.323","83.351","82.872","83.060","80.515","79.785","83.260","84.907","86.013","86.173","85.351","84.299","86.076","87.651","86.963","87.979","89.557","90.607","90.462","90.037","90.289","91.141","91.790","92.602","92.630","92.245","93.312","94.445","94.523","94.409","96.100","96.263","96.590","96.957","97.382","96.917","97.377","99.256","99.564","99.595","101.585","100.576","101.100","102.374","102.253","102.211","103.868","105.891","106.160","104.506","97.177","109.883","109.807","112.418","109.434","109.286","112.082","112.466","107.831","106.533","106.380","106.823","109.397","109.292","108.458","110.973","111.337","111.861","113.824","111.921","111.605"
"Professional, scientific and technical services  [54]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","45.966","46.981","48.317","49.102","50.977","51.849","53.414","55.045","56.092","57.515","58.414","60.474","61.879","63.410","65.002","65.656","65.927","65.724","65.268","64.934","65.833","65.871","66.939","68.026","68.821","69.005","69.549","69.938","70.088","70.758","70.725","70.945","71.268","72.342","73.731","74.677","76.099","76.736","77.420","78.514","79.075","80.393","81.213","82.076","82.530","83.275","84.090","83.359","82.367","81.274","80.646","80.367","80.559","80.798","81.424","82.515","83.889","84.677","85.673","86.940","87.146","87.331","88.073","87.881","88.325","89.357","90.278","91.667","92.256","94.155","96.157","95.941","94.996","94.289","94.211","94.705","95.571","96.230","97.130","97.815","98.454","99.867","100.372","101.308","103.241","104.298","104.798","106.022","107.342","108.338","110.032","111.301","107.531","100.805","109.082","114.201","116.698","117.608","121.526","125.231","128.292","130.199","133.046","134.300","136.424","137.661","136.996","137.235","138.029","138.753","139.428","139.461","139.087","138.689"
"Administrative and support, waste management and remediation services  [56]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","55.980","56.578","57.390","57.322","57.610","57.582","58.887","59.858","61.358","63.078","64.116","65.247","65.902","66.327","66.756","67.281","68.352","69.070","69.402","71.016","72.637","74.195","76.311","77.180","77.454","76.836","76.749","77.723","79.455","81.541","82.925","83.880","84.433","85.646","86.890","87.497","87.256","87.569","88.525","89.793","91.236","92.786","94.006","94.261","93.299","92.293","91.728","90.595","89.690","87.789","86.807","87.259","88.321","89.126","90.060","90.347","90.058","90.097","90.744","91.882","93.600","94.929","95.997","95.452","94.945","94.881","95.462","97.145","97.579","99.087","100.151","100.584","100.862","100.797","101.343","101.753","101.844","101.321","101.133","100.428","100.629","100.628","99.917","98.826","101.365","102.566","103.550","104.904","104.709","103.699","104.343","104.936","97.261","76.769","88.817","94.605","96.710","96.803","99.254","101.015","102.350","102.516","103.158","102.922","103.736","104.200","103.478","103.485","103.791","103.286","102.864","103.149","103.617","103.190"
"Arts, entertainment and recreation  [71]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","82.494","84.082","85.235","84.753","83.586","86.995","86.457","84.331","85.869","88.102","87.547","88.914","89.517","88.946","90.404","91.501","93.343","92.208","93.946","96.682","96.698","98.262","96.451","96.041","94.295","93.928","92.075","94.211","95.694","96.725","98.327","90.881","89.549","91.293","94.064","93.917","91.604","93.702","91.039","92.574","93.219","93.761","95.765","94.802","93.124","94.065","93.992","94.183","94.800","93.971","92.311","91.675","92.925","89.497","89.818","88.876","88.713","89.301","90.247","92.567","94.534","92.415","91.740","85.644","88.977","90.109","90.730","92.495","91.491","93.984","92.889","91.974","91.725","92.883","94.281","94.715","95.461","94.940","96.603","96.140","98.238","100.502","100.651","100.609","101.139","101.146","100.686","104.201","106.654","107.045","106.737","106.817","93.135","43.065","58.613","63.431","63.685","65.917","88.716","104.496","95.726","109.806","114.665","117.264","118.991","118.846","120.407","120.205","121.107","122.972","123.485","124.084","124.285","127.201"
"Accommodation and food services  [72]","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","63.957","64.577","64.491","65.073","67.888","67.512","69.511","69.568","70.602","71.169","70.991","71.461","71.292","72.509","74.016","75.096","75.866","74.675","73.914","74.648","75.387","77.443","77.432","76.219","75.410","74.008","74.703","75.742","75.809","77.039","78.327","78.340","78.746","78.384","78.744","78.536","79.758","79.306","78.276","79.588","79.633","79.949","81.081","81.412","80.347","81.111","81.507","81.607","82.782","81.128","81.989","81.197","82.517","81.164","80.749","81.513","81.700","83.271","83.700","84.375","84.717","84.878","85.783","86.005","87.329","88.161","88.886","89.701","91.524","93.364","94.231","95.550","94.814","96.083","96.501","96.900","98.374","98.803","99.720","98.124","99.442","99.922","100.383","100.252","100.982","101.175","102.750","103.981","105.013","105.466","105.706","106.055","90.985","45.671","69.525","64.457","68.193","69.450","88.923","91.387","87.028","96.225","99.407","99.703","101.410","99.513","99.239","100.653","101.352","101.551","100.649","101.542","102.664","103.945"
"Other business services 8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","64.660","65.862","66.491","66.788","67.089","67.355","68.033","68.593","69.381","70.225","70.618","71.539","72.368","72.926","73.535","74.091","74.862","75.585","76.265","77.168","78.119","78.233","78.742","79.247","79.601","79.697","79.743","79.924","80.261","80.871","81.726","82.285","82.885","83.706","84.007","84.154","83.852","83.926","84.496","85.286","83.588","84.462","85.132","85.427","85.388","85.676","86.240","86.643","87.554","87.562","87.519","87.468","87.439","87.368","87.867","88.895","89.601","90.259","90.767","91.097","91.278","91.399","91.944","91.665","91.590","91.773","92.256","92.870","93.383","94.035","94.618","94.632","94.941","95.200","95.354","95.904","96.371","96.732","97.517","97.935","99.060","99.879","100.379","100.682","101.644","102.301","102.878","103.912","105.362","105.668","105.808","105.255","100.261","85.905","96.212","98.736","100.392","101.997","104.715","106.416","108.109","109.363","110.639","110.968","111.843","112.592","112.736","113.597","114.946","115.922","116.819","116.983","117.303","117.837"
"Non-business sector and others 9","57.286","58.040","58.501","58.788","59.083","59.696","59.695","60.301","60.481","60.757","61.021","61.317","61.553","61.629","61.639","61.558","61.552","61.723","61.968","61.958","62.113","62.359","62.626","62.512","62.258","62.785","62.703","62.999","63.373","63.322","63.646","63.434","63.864","63.710","63.865","64.204","64.794","65.207","65.536","66.063","66.022","66.549","67.021","67.472","68.016","68.443","68.654","69.088","69.659","70.297","70.782","71.418","71.990","72.321","72.393","72.951","73.233","73.752","74.476","74.660","75.110","75.606","76.290","77.045","77.665","78.272","78.543","79.158","79.777","80.636","81.340","82.029","82.948","83.835","84.510","85.115","85.487","85.777","86.162","86.709","87.141","87.631","88.239","88.959","89.259","89.623","89.977","90.296","90.703","91.305","91.691","92.015","92.345","92.515","92.856","93.320","93.583","93.801","94.188","94.713","95.221","95.739","96.008","96.511","97.368","98.177","98.499","98.766","99.056","99.573","100.411","100.961","101.861","102.702","103.298","103.724","103.959","104.495","105.184","105.851","105.424","100.855","105.222","106.830","107.465","108.141","109.324","109.863","110.143","110.977","111.771","112.822","113.882","114.298","115.090","114.699","116.211","117.320","118.294","118.488","118.952","119.404"

Symbol legend:
.., not available for a specific reference period


"Table Corrections:"
Date,Note
"2025-07-17","On July 17, 2025, data on self-employed labour income in the health industry and related measures, including business sector unit labour cost, were updated to correct for a modelling discrepancy from the first quarter of 2024 to the first quarter of 2025. There were no impacts on other measures, including jobs, hours and labour productivity."



Footnotes:
